Artist Name,Track Name,Popularity,unique_songs
Good Charlotte,Last December,56,Last December Good Charlotte
Deftones,Genesis,56,Genesis Deftones
The Rolling Stones,Slave - Remastered,45,Slave - Remastered The Rolling Stones
Bryan Adams,Summer Of '69,82,Summer Of '69 Bryan Adams
Hey! Douglas,Lokomotif,32,Lokomotif Hey! Douglas
Black Honey,Disinfect,40,Disinfect Black Honey
Johnny Goth,These Days R Mine,50,These Days R Mine Johnny Goth
W.A.S.P.,Sleeping (In The Fire),52,Sleeping (In The Fire) W.A.S.P.
Run The Jewels,the ground below (feat. Royal Blood) - Royal Jewels Mix,54,the ground below (feat. Royal Blood) - Royal Jewels Mix Run The Jewels
OWLS,Everyone Is My Friend,32,Everyone Is My Friend OWLS
Wishbone Ash,We Stand as One,43,We Stand as One Wishbone Ash
Stereophonics,Fly Like an Eagle,56,Fly Like an Eagle Stereophonics
"Medeski, Martin & Wood",Shine It,49,"Shine It Medeski, Martin & Wood"
The Struts,Wild Child (with Tom Morello),52,Wild Child (with Tom Morello) The Struts
The Police,Next To You,50,Next To You The Police
Queens of the Stone Age,Feet Don't Fail Me,54,Feet Don't Fail Me Queens of the Stone Age
Acqua Fragile,Mass-Media Stars,20,Mass-Media Stars Acqua Fragile
GUMX,HYMN TO LOVE,19,HYMN TO LOVE GUMX
Audioslave,I Am the Highway,66,I Am the Highway Audioslave
Linkin Park,Papercut,72,Papercut Linkin Park
Weezer,Thank God for Girls,52,Thank God for Girls Weezer
Jane's Addiction,Mountain Song,59,Mountain Song Jane's Addiction
N.Flying,Pardon?,33,Pardon? N.Flying
Fozzy,Nowhere To Run,52,Nowhere To Run Fozzy
Queen,Bohemian Rhapsody - Remastered 2011,82,Bohemian Rhapsody - Remastered 2011 Queen
Rosie Flores,This Cat's in the Doghouse,28,This Cat's in the Doghouse Rosie Flores
Kayzo,Never Let You Down (with TELLE),44,Never Let You Down (with TELLE) Kayzo
Neumatic Parlo,Real Insight,21,Real Insight Neumatic Parlo
La Dispute,Such Small Hands,56,Such Small Hands La Dispute
Shinedown,Call Me,61,Call Me Shinedown
Foghat,Slow Ride,67,Slow Ride Foghat
"Crosby, Stills, Nash & Young",Sea of Madness - Live at Woodstock,35,"Sea of Madness - Live at Woodstock Crosby, Stills, Nash & Young"
Steely Dan,Reelin' In The Years,72,Reelin' In The Years Steely Dan
The Pogues,The Sick Bed of Cuchulainn,42,The Sick Bed of Cuchulainn The Pogues
Three Days Grace,Somebody That I Used to Know,64,Somebody That I Used to Know Three Days Grace
Jeff Beck,Cause We've Ended as Lovers,56,Cause We've Ended as Lovers Jeff Beck
Point North,Into The Dark (feat. Kellin Quinn),64,Into The Dark (feat. Kellin Quinn) Point North
Hardal,Leyla,39,Leyla Hardal
Thrice,Red Sky,45,Red Sky Thrice
Guns N' Roses,Mama Kin,40,Mama Kin Guns N' Roses
Neil Young,Heart of Gold - 2009 Remaster,73,Heart of Gold - 2009 Remaster Neil Young
Pepper,Date Rape,44,Date Rape Pepper
Sly & The Family Stone,"Everyday People - Live at The Woodstock Music & Art Fair, August 17, 1969",27,"Everyday People - Live at The Woodstock Music & Art Fair, August 17, 1969 Sly & The Family Stone"
Rush,La Villa Strangiato,50,La Villa Strangiato Rush
Rage Against The Machine,Bulls On Parade,74,Bulls On Parade Rage Against The Machine
Draeden,Hit The Floor,40,Hit The Floor Draeden
Black Stone Cherry,White Trash Millionaire,56,White Trash Millionaire Black Stone Cherry
Itzhak Klepter,דמיון חופשי,36,דמיון חופשי Itzhak Klepter
Spring King,Us Vs Them,24,Us Vs Them Spring King
LOSER,Loser,20,Loser LOSER
Boy Bjorn,Too Young,36,Too Young Boy Bjorn
HOTEI,Savage Sun,34,Savage Sun HOTEI
Elton John,Saturday Night’s Alright (For Fighting) - Remastered 2014,67,Saturday Night’s Alright (For Fighting) - Remastered 2014 Elton John
Mae,Embers And Envelopes,46,Embers And Envelopes Mae
The Who,Getting In Tune,44,Getting In Tune The Who
Tom Petty and the Heartbreakers,Anything That's Rock 'n' Roll,44,Anything That's Rock 'n' Roll Tom Petty and the Heartbreakers
Genesis,Invisible Touch - 2007 Remaster,68,Invisible Touch - 2007 Remaster Genesis
Then Comes Silence,Strangers,39,Strangers Then Comes Silence
Stone Temple Pilots,Interstate Love Song - 2019 Remaster,72,Interstate Love Song - 2019 Remaster Stone Temple Pilots
Cortes,Facing My Fear,40,Facing My Fear Cortes
Brass Against,The Pot,42,The Pot Brass Against
All Time Low,Missing You,60,Missing You All Time Low
Oded Gadir,ישאר תמיד,12,ישאר תמיד Oded Gadir
Yo Triceratop,El Capitán,21,El Capitán Yo Triceratop
MARINA,Purge The Poison (feat. Pussy Riot),60,Purge The Poison (feat. Pussy Riot) MARINA
Joan Jett & The Blackhearts,Cherry Bomb,45,Cherry Bomb Joan Jett & The Blackhearts
Maggie Lindemann,Crash and Burn,64,Crash and Burn Maggie Lindemann
Brand X,Red,25,Red Brand X
Stevie Salas,Crack Killed Applejack - Gravy Booty Mix,30,Crack Killed Applejack - Gravy Booty Mix Stevie Salas
Screaming Trees,Nearly Lost You,55,Nearly Lost You Screaming Trees
The Police,Message In A Bottle - Remastered 2003,36,Message In A Bottle - Remastered 2003 The Police
From Autumn To Ashes,The After Dinner Payback,46,The After Dinner Payback From Autumn To Ashes
Steve Miller Band,Jet Airliner,67,Jet Airliner Steve Miller Band
Dudu Tassa,ישר,19,ישר Dudu Tassa
Shalom Hanoch,בלי לומר מילה,24,בלי לומר מילה Shalom Hanoch
Last Train,Disappointed,22,Disappointed Last Train
Snow Patrol,Shut Your Eyes,49,Shut Your Eyes Snow Patrol
Jet,Rollover D.J.,42,Rollover D.J. Jet
Nickelback,Someday,69,Someday Nickelback
Creedence Clearwater Revival,Bad Moon Rising - Live At The Woodstock Music & Art Fair / 1969,39,Bad Moon Rising - Live At The Woodstock Music & Art Fair / 1969 Creedence Clearwater Revival
The Cars,My Best Friend's Girl,66,My Best Friend's Girl The Cars
The Academy Is...,About a Girl,55,About a Girl The Academy Is...
Slightly Stoopid,Closer To The Sun,67,Closer To The Sun Slightly Stoopid
Jim Diamond,I Should Have Known Better,54,I Should Have Known Better Jim Diamond
Greta Van Fleet,"Lover, Leaver",55,"Lover, Leaver Greta Van Fleet"
Days Of The New,Die Born,37,Die Born Days Of The New
Of Mice & Men,When You Can't Sleep At Night,54,When You Can't Sleep At Night Of Mice & Men
Counting Crows,Perfect Blue Buildings,47,Perfect Blue Buildings Counting Crows
Au5,I Miss You (feat. Kenny Raye),29,I Miss You (feat. Kenny Raye) Au5
Tyla Yaweh,Tommy Lee (feat. Post Malone) - Tommy Lee Remix,62,Tommy Lee (feat. Post Malone) - Tommy Lee Remix Tyla Yaweh
The Ides Of March,Vehicle,51,Vehicle The Ides Of March
Eve Monsees and the Exiles,"Lonely, Lonely Nights",18,"Lonely, Lonely Nights Eve Monsees and the Exiles"
Bring Me The Horizon,nihilist blues (feat. Grimes),58,nihilist blues (feat. Grimes) Bring Me The Horizon
Coldplay,Every Teardrop Is a Waterfall,69,Every Teardrop Is a Waterfall Coldplay
Ruthi Navon,חשמל בכפות ידיך,22,חשמל בכפות ידיך Ruthi Navon
Ugly Kid Joe,Everything About You,57,Everything About You Ugly Kid Joe
Cinderella,Don't Know What You Got (Till It's Gone),6,Don't Know What You Got (Till It's Gone) Cinderella
Dirty Deep,Two Rocks in a Whiskey,19,Two Rocks in a Whiskey Dirty Deep
Wings,Band On The Run - Remastered 2010,72,Band On The Run - Remastered 2010 Wings
The Everly Brothers,Bird Dog (Single Version),29,Bird Dog (Single Version) The Everly Brothers
Noel Gallagher's High Flying Birds,It’s A Beautiful World - Radio Edit,20,It’s A Beautiful World - Radio Edit Noel Gallagher's High Flying Birds
Fells,Searching For Nothing,38,Searching For Nothing Fells
Shalom Hanoch,אל תוותר,17,אל תוותר Shalom Hanoch
Tractor's Revenge,דברי אלי,19,דברי אלי Tractor's Revenge
Machine Gun Kelly,I Think I'm OKAY (with YUNGBLUD & Travis Barker),80,I Think I'm OKAY (with YUNGBLUD & Travis Barker) Machine Gun Kelly
Tokky Horror,Simulate Me,16,Simulate Me Tokky Horror
Imagine Dragons,Whatever It Takes,80,Whatever It Takes Imagine Dragons
Live,Lakini's Juice,52,Lakini's Juice Live
Marillion,Forgotten Sons - 1997 Remaster,36,Forgotten Sons - 1997 Remaster Marillion
All Time Low,Monsters (feat. blackbear),77,Monsters (feat. blackbear) All Time Low
Creedence Clearwater Revival,Born On The Bayou - Live At The Woodstock Music & Art Fair / 1969,43,Born On The Bayou - Live At The Woodstock Music & Art Fair / 1969 Creedence Clearwater Revival
Spafford,Beautiful Day (Live),40,Beautiful Day (Live) Spafford
Enuff Z'Nuff,Fly High Michelle,36,Fly High Michelle Enuff Z'Nuff
Lenny Kravitz,It Ain't Over 'Til It's Over,70,It Ain't Over 'Til It's Over Lenny Kravitz
Maeve,Bleach,38,Bleach Maeve
Turbowolf,Cheap Magic,22,Cheap Magic Turbowolf
Masato(coldrain),REMEMBER,53,REMEMBER Masato(coldrain)
Mascara,Near,11,Near Mascara
Muse,Madness,68,Madness Muse
Papa Roach,Help,67,Help Papa Roach
Kayzo,Before The Storm,45,Before The Storm Kayzo
Matchbox Twenty,Push,72,Push Matchbox Twenty
SLANDER,Kneel Before Me,55,Kneel Before Me SLANDER
Miley Cyrus,Zombie (Live from the NIVA Save Our Stages Festival),64,Zombie (Live from the NIVA Save Our Stages Festival) Miley Cyrus
THE GOA EXPRESS,Second Time,32,Second Time THE GOA EXPRESS
Creedence Clearwater Revival,(Wish I Could) Hideaway,48,(Wish I Could) Hideaway Creedence Clearwater Revival
Disturbed,Inside the Fire,68,Inside the Fire Disturbed
overpass,Stop the Clock,17,Stop the Clock overpass
The Pale White,Swim For Your Life,48,Swim For Your Life The Pale White
David Bowie,Heroes - 2017 Remaster,75,Heroes - 2017 Remaster David Bowie
Chris Cornell,Watching The Wheels,50,Watching The Wheels Chris Cornell
Aviv Geffen,אור הירח,39,אור הירח Aviv Geffen
Eagles,Take It Easy - 2013 Remaster,77,Take It Easy - 2013 Remaster Eagles
Bumpin Uglies,Cali Sober (with Pepper),40,Cali Sober (with Pepper) Bumpin Uglies
Sixx:A.M.,Rise,46,Rise Sixx:A.M.
The Bohicas,Where You At,35,Where You At The Bohicas
Emily Wolfe,Atta Blues,38,Atta Blues Emily Wolfe
Eviatar Banai,אבא,38,אבא Eviatar Banai
Protest The Hero,No Stars over Bethlehem,44,No Stars over Bethlehem Protest The Hero
Charlie Overbey,Ode to John Prine,35,Ode to John Prine Charlie Overbey
Led Zeppelin,Going to California - 1990 Remaster,57,Going to California - 1990 Remaster Led Zeppelin
Imagine Dragons,Radioactive - Live,41,Radioactive - Live Imagine Dragons
Sick Puppies,All The Same,55,All The Same Sick Puppies
Camel,Ice,23,Ice Camel
Blues Traveler,Run-Around,64,Run-Around Blues Traveler
The Paul Butterfield Blues Band,Driftin' and Driftin',24,Driftin' and Driftin' The Paul Butterfield Blues Band
MOD SUN,Stay Away (feat. Machine Gun Kelly & Goody Grace),68,Stay Away (feat. Machine Gun Kelly & Goody Grace) MOD SUN
Slightly Stoopid,If You Want It,38,If You Want It Slightly Stoopid
The Police,Invisible Sun,51,Invisible Sun The Police
Jimi Hendrix,"Purple Haze - Live at The Woodstock Music & Art Fair, August 18, 1969",36,"Purple Haze - Live at The Woodstock Music & Art Fair, August 18, 1969 Jimi Hendrix"
Shlomo Artzi,דבק,35,דבק Shlomo Artzi
Python Lee Jackson,David Bentley: In A Broken Dream (2008),26,David Bentley: In A Broken Dream (2008) Python Lee Jackson
Cypress Hill,Real Thing,35,Real Thing Cypress Hill
Scouting For Girls,This Ain't a Love Song,49,This Ain't a Love Song Scouting For Girls
The Strokes,Heart In a Cage,59,Heart In a Cage The Strokes
Royal Blood,Ten Tonne Skeleton,58,Ten Tonne Skeleton Royal Blood
MONOWHALES,Out With The Old,31,Out With The Old MONOWHALES
Incubus,Megalomaniac,59,Megalomaniac Incubus
Mallory Knox,Ghost in the Mirror,38,Ghost in the Mirror Mallory Knox
Sixx:A.M.,Life Is Beautiful 2017,49,Life Is Beautiful 2017 Sixx:A.M.
From First To Last,Emily,54,Emily From First To Last
All That Remains,For You,51,For You All That Remains
Living Colour,Cult of Personality,65,Cult of Personality Living Colour
Ramones,Blitzkrieg Bop - 2016 Remaster,72,Blitzkrieg Bop - 2016 Remaster Ramones
The Pineapple Thief,Demons,40,Demons The Pineapple Thief
Berry Sakharof,ככה זה (לאהוב אותך),44,ככה זה (לאהוב אותך) Berry Sakharof
cleopatrick,2008,38,2008 cleopatrick
Marshmello,Rescue Me,61,Rescue Me Marshmello
Johnny Cash,You Are My Sunshine,60,You Are My Sunshine Johnny Cash
Nothing More,Go To War,61,Go To War Nothing More
Painted Shield,I Am Your Country,20,I Am Your Country Painted Shield
Thrice,Stare At The Sun,49,Stare At The Sun Thrice
Thunder,Love Walked In,49,Love Walked In Thunder
The Struts,Mary Go Round,47,Mary Go Round The Struts
Brian Setzer,Really Rockabilly,42,Really Rockabilly Brian Setzer
Mylets,Hungover Tehran,24,Hungover Tehran Mylets
U2,When Love Comes To Town,54,When Love Comes To Town U2
Pop Unknown,Half Of Ninety,25,Half Of Ninety Pop Unknown
PUP,Kids,39,Kids PUP
Jethro Tull,Locomotive Breath,61,Locomotive Breath Jethro Tull
The L.I.F.E. Project,The Nothingness,40,The Nothingness The L.I.F.E. Project
Imagine Dragons,Natural,81,Natural Imagine Dragons
Coldplay,In My Place,71,In My Place Coldplay
Hazvuvim,למה לא אמרת לי,16,למה לא אמרת לי Hazvuvim
And That,At Capacity,18,At Capacity And That
Nothing But Thieves,Unperson,53,Unperson Nothing But Thieves
Heartless Bastards,Revolution,44,Revolution Heartless Bastards
Escape the Fate,Unbreakable,47,Unbreakable Escape the Fate
Arrested Youth,Riot!,51,Riot! Arrested Youth
Phantogram,In A Spiral,51,In A Spiral Phantogram
The Heavy,What Makes A Good Man?,58,What Makes A Good Man? The Heavy
Duran Duran,Five Years,36,Five Years Duran Duran
Shalom Hanoch,עיר זרה,22,עיר זרה Shalom Hanoch
OZZIE,FLIGHTS,30,FLIGHTS OZZIE
Vulfpeck,Back Pocket (Live at Madison Square Garden),39,Back Pocket (Live at Madison Square Garden) Vulfpeck
Kings of Leon,WALLS,64,WALLS Kings of Leon
The Used,Blow Me,43,Blow Me The Used
The Beach Boys,God Only Knows - Remastered 1997 / Mono,71,God Only Knows - Remastered 1997 / Mono The Beach Boys
Jelly Roll,Promise,55,Promise Jelly Roll
FRITZ,Die Happily,29,Die Happily FRITZ
A Perfect Circle,3 Libras,63,3 Libras A Perfect Circle
ישי ברגר,המסכה,21,המסכה ישי ברגר
Mondo Cozmo,Bittersweet Symphony - Jim Eno Sessions,41,Bittersweet Symphony - Jim Eno Sessions Mondo Cozmo
Rise Against,Savior,74,Savior Rise Against
Shlomo Artzi,ואולי,28,ואולי Shlomo Artzi
Steve Winwood,Arc Of A Diver,45,Arc Of A Diver Steve Winwood
Mr. Mister,Broken Wings - Single Version,56,Broken Wings - Single Version Mr. Mister
Led Zeppelin,Heartbreaker - 1990 Remaster,64,Heartbreaker - 1990 Remaster Led Zeppelin
Columbus,Pain Is a Mirror,34,Pain Is a Mirror Columbus
Janis Joplin,Move Over,53,Move Over Janis Joplin
Milk Teeth,Owning Your Okayness,29,Owning Your Okayness Milk Teeth
Green Day,Oh Yeah!,58,Oh Yeah! Green Day
"Crosby, Stills, Nash & Young",Ohio,67,"Ohio Crosby, Stills, Nash & Young"
Sea Girls,Forever,37,Forever Sea Girls
Razorlight,Wire To Wire,57,Wire To Wire Razorlight
Boston,Peace of Mind,69,Peace of Mind Boston
Feeder,Buck Rogers,58,Buck Rogers Feeder
McFly,Star Girl,60,Star Girl McFly
Joan Baez,Drug Store Truck Drivin' Man - Live At The Woodstock Music & Art Fair / 1969,28,Drug Store Truck Drivin' Man - Live At The Woodstock Music & Art Fair / 1969 Joan Baez
24HOURS,Step By Step,20,Step By Step 24HOURS
Martika,Toy Soldiers,59,Toy Soldiers Martika
Shalom Hanoch,ככה וככה,29,ככה וככה Shalom Hanoch
John Mellencamp,Paper In Fire,52,Paper In Fire John Mellencamp
Dorothy,Dark Nights,48,Dark Nights Dorothy
Berry Sakharof,יסמין. שיר על נייר זכוכית,21,יסמין. שיר על נייר זכוכית Berry Sakharof
Blondie,Hanging On The Telephone,50,Hanging On The Telephone Blondie
Oasis,Stop Crying Your Heart Out,67,Stop Crying Your Heart Out Oasis
Shalom Hanoch,אור ישראלי,17,אור ישראלי Shalom Hanoch
They Fell From The Sky,Dry,37,Dry They Fell From The Sky
The Marcus King Band,Rita Is Gone,56,Rita Is Gone The Marcus King Band
Butthole Surfers,Pepper,65,Pepper Butthole Surfers
Zero Theorem,Threat - Remix,0,Threat - Remix Zero Theorem
Goldfinger,Infinite,50,Infinite Goldfinger
No Doubt,Just A Girl,65,Just A Girl No Doubt
Striking Matches,Burning Down,46,Burning Down Striking Matches
Buckcherry,Sorry,57,Sorry Buckcherry
Lifehouse,All In All,43,All In All Lifehouse
Arik Einstein,Maya,26,Maya Arik Einstein
Tenacious D,Tribute,68,Tribute Tenacious D
Blind Melon,Dear Ol' Dad,38,Dear Ol' Dad Blind Melon
Arik Einstein,כל אחד רוצה,30,כל אחד רוצה Arik Einstein
MNNQNS,If Only They Could,14,If Only They Could MNNQNS
Steely Dan,Night By Night,46,Night By Night Steely Dan
Halestorm,Here's to Us,55,Here's to Us Halestorm
Crowded House,Don't Dream It's Over,29,Don't Dream It's Over Crowded House
Shlomo Artzi,ארץ חדשה,38,ארץ חדשה Shlomo Artzi
VRSTY,MONTERO (Call Me By Your Name),34,MONTERO (Call Me By Your Name) VRSTY
Grace McKagan,Surrender,31,Surrender Grace McKagan
Tom Petty,Wildflowers,70,Wildflowers Tom Petty
Leslie West,Blood of the Sun,26,Blood of the Sun Leslie West
Kitsune,A Place To Be Safe,32,A Place To Be Safe Kitsune
Opeth,The Drapery Falls,39,The Drapery Falls Opeth
Bony Macaroni,Atlas Fugged,11,Atlas Fugged Bony Macaroni
TTNG,Cat Fantastic,41,Cat Fantastic TTNG
Dead Vibrations,Reflections,32,Reflections Dead Vibrations
Brothers Osborne,Back On The Bottle,0,Back On The Bottle Brothers Osborne
Bumpin Uglies,Fear,43,Fear Bumpin Uglies
Billy Joel,"Lullabye (Goodnight, My Angel)",57,"Lullabye (Goodnight, My Angel) Billy Joel"
Lofofora,La surface,11,La surface Lofofora
Neil Young,Winterlong - 2017 Remaster,29,Winterlong - 2017 Remaster Neil Young
Dirty Heads,Lay Me Down,64,Lay Me Down Dirty Heads
The Raconteurs,Consoler Of The Lonely,43,Consoler Of The Lonely The Raconteurs
Luscious Jackson,Naked Eye,52,Naked Eye Luscious Jackson
Kate Bush,This Woman's Work,58,This Woman's Work Kate Bush
Bob Dylan,Hurricane,71,Hurricane Bob Dylan
Mumble Tide,Sucker,30,Sucker Mumble Tide
Love and Rockets,Mirror People '88 - (Single Edit),33,Mirror People '88 - (Single Edit) Love and Rockets
BUZZ,Dreaming,36,Dreaming BUZZ
"Blood, Sweat & Tears",Spinning Wheel - Live at Woodstock,24,"Spinning Wheel - Live at Woodstock Blood, Sweat & Tears"
Lovehatehero,Goodbye My Love,44,Goodbye My Love Lovehatehero
George Harrison,Give Me Love (Give Me Peace On Earth),62,Give Me Love (Give Me Peace On Earth) George Harrison
Eviatar Banai,עד האהבה,37,עד האהבה Eviatar Banai
The Pretty Reckless,Death by Rock and Roll - Acoustic,36,Death by Rock and Roll - Acoustic The Pretty Reckless
Pendulum,Nothing For Free,63,Nothing For Free Pendulum
Dirty Heads,Lift Me Up,56,Lift Me Up Dirty Heads
Ehud Banai,את ואני,18,את ואני Ehud Banai
Pop Evil,Footsteps,62,Footsteps Pop Evil
Mountain,"Long Red - Live at Woodstock, Bethel, NY - August 1969",21,"Long Red - Live at Woodstock, Bethel, NY - August 1969 Mountain"
Charlie Hunter,Two For Bleu,36,Two For Bleu Charlie Hunter
Shlomo Artzi,האיש ההוא,29,האיש ההוא Shlomo Artzi
King Gnu,泡,59,泡 King Gnu
Creedence Clearwater Revival,Long As I Can See The Light,62,Long As I Can See The Light Creedence Clearwater Revival
Ramones,I Wanna Be Sedated - 2002 Remaster,61,I Wanna Be Sedated - 2002 Remaster Ramones
Derya Yıldırım & Grup Şimşek,Dom Dom Kurşunu,28,Dom Dom Kurşunu Derya Yıldırım & Grup Şimşek
Dawes,Things Happen,56,Things Happen Dawes
George Michael,Careless Whisper,77,Careless Whisper George Michael
Steely Dan,Any Major Dude Will Tell You,57,Any Major Dude Will Tell You Steely Dan
Candlebox,Far Behind,66,Far Behind Candlebox
Voyager,Entropy,28,Entropy Voyager
Rob Thomas,Ever the Same,63,Ever the Same Rob Thomas
The Who,Who Are You,69,Who Are You The Who
Linkin Park,Numb,82,Numb Linkin Park
The Chainsmokers,You Owe Me - Whyel Remix,32,You Owe Me - Whyel Remix The Chainsmokers
AC/DC,Ride On,57,Ride On AC/DC
In Flames,The Truth,45,The Truth In Flames
Aerosmith,Amazing,67,Amazing Aerosmith
cleopatrick,daphne did it,49,daphne did it cleopatrick
Electric Light Orchestra,Livin' Thing,70,Livin' Thing Electric Light Orchestra
Phish,Cities,17,Cities Phish
Ulver,Little Boy,33,Little Boy Ulver
Aviv Geffen,יומן מסע,40,יומן מסע Aviv Geffen
YUNGBLUD,"I Love You, Will You Marry Me",58,"I Love You, Will You Marry Me YUNGBLUD"
LOSER,On The Edge,37,On The Edge LOSER
Skillet,Back from the Dead,60,Back from the Dead Skillet
The Who,I Can See For Miles,50,I Can See For Miles The Who
Slaves,Talk to a Friend,61,Talk to a Friend Slaves
Aviv Geffen,שנינו שווים,24,שנינו שווים Aviv Geffen
Taking Back Sunday,A Decade Under The Influence,58,A Decade Under The Influence Taking Back Sunday
Foo Fighters,All My Life,73,All My Life Foo Fighters
Explosions In The Sky,Your Hand In Mine,44,Your Hand In Mine Explosions In The Sky
Yehudit Ravitz,געגוע,23,געגוע Yehudit Ravitz
Berry Sakharof,אבק בנעליים,18,אבק בנעליים Berry Sakharof
Tame Impala,Remember Me,52,Remember Me Tame Impala
Staind,It's Been Awhile - Acoustic,51,It's Been Awhile - Acoustic Staind
Shaman's Harvest,Bird Dog,47,Bird Dog Shaman's Harvest
U2,Running To Stand Still,54,Running To Stand Still U2
Sum 41,Catching Fire (Acoustic),51,Catching Fire (Acoustic) Sum 41
PVRIS,Thank You (feat. RAYE),53,Thank You (feat. RAYE) PVRIS
blink-182,Darkside,62,Darkside blink-182
Goose,Hot Tea (8.10.19),39,Hot Tea (8.10.19) Goose
Creedence Clearwater Revival,Ramble Tamble,52,Ramble Tamble Creedence Clearwater Revival
Trash Boat,He's So Good,52,He's So Good Trash Boat
Kip Tyler,Rumble Rock,23,Rumble Rock Kip Tyler
The Killers,Dying Breed,60,Dying Breed The Killers
Deep Purple,Smoke on the Water,74,Smoke on the Water Deep Purple
Franz Ferdinand,Ulysses,52,Ulysses Franz Ferdinand
Pepper,Warning (feat. Stick Figure),51,Warning (feat. Stick Figure) Pepper
Ehud Banai,היום,43,היום Ehud Banai
Guns N' Roses,Paradise City,78,Paradise City Guns N' Roses
The Pretty Reckless,Only Love Can Save Me Now [Feat. Matt Cameron & Kim Thayil],53,Only Love Can Save Me Now [Feat. Matt Cameron & Kim Thayil] The Pretty Reckless
Kula Shaker,Hush,53,Hush Kula Shaker
Hollis Brown,Do Me Right,32,Do Me Right Hollis Brown
Grace Mitchell,Kids (Ain't All Right),50,Kids (Ain't All Right) Grace Mitchell
Scream,Came Without Warning,26,Came Without Warning Scream
Zero 9:36,Adrenaline,62,Adrenaline Zero 9:36
Aşık Emrah,Yirminci Asrın Bozuk Düzeni,22,Yirminci Asrın Bozuk Düzeni Aşık Emrah
Led Zeppelin,Whole Lotta Love - 1990 Remaster,77,Whole Lotta Love - 1990 Remaster Led Zeppelin
Radiohead,Bodysnatchers,60,Bodysnatchers Radiohead
Neil Young,Like a Hurricane - 2003 Remaster,48,Like a Hurricane - 2003 Remaster Neil Young
Elephant Stone,Sally Go Round the Sun,32,Sally Go Round the Sun Elephant Stone
Simple Creatures,"Thanks, I Hate It",54,"Thanks, I Hate It Simple Creatures"
Santana,Hold On,54,Hold On Santana
The Pretty Reckless,And So It Went (feat. Tom Morello),55,And So It Went (feat. Tom Morello) The Pretty Reckless
Mr. Big,To Be With You,73,To Be With You Mr. Big
Violent Soho,Covered in Chrome,55,Covered in Chrome Violent Soho
Melanie,Animal Crackers - Live at Woodstock,23,Animal Crackers - Live at Woodstock Melanie
DTSQ,Fame,3,Fame DTSQ
Radolescent,406,18,406 Radolescent
U2,Stuck In A Moment You Can't Get Out Of,64,Stuck In A Moment You Can't Get Out Of U2
Diddy,It's All About the Benjamins - Rock Remix I,32,It's All About the Benjamins - Rock Remix I Diddy
Fleetwood Mac,Warm Ways - 2017 Remaster,36,Warm Ways - 2017 Remaster Fleetwood Mac
Prophets Of Rage,Unfuck The World,50,Unfuck The World Prophets Of Rage
Creed,With Arms Wide Open,2,With Arms Wide Open Creed
Survive Said The Prophet,Right and Left (To Redefine ver.),37,Right and Left (To Redefine ver.) Survive Said The Prophet
Machine Gun Kelly,drunk face,74,drunk face Machine Gun Kelly
Tom Morello,Interstate 80 (with Slash),43,Interstate 80 (with Slash) Tom Morello
Big Star,September Gurls,40,September Gurls Big Star
Hollywood Vampires,Heroes,41,Heroes Hollywood Vampires
Skrizzly Adams,New Dress,47,New Dress Skrizzly Adams
The Band,The Night They Drove Old Dixie Down - Concert Version,41,The Night They Drove Old Dixie Down - Concert Version The Band
Raspberries,Go All The Way,64,Go All The Way Raspberries
Chon,Bubble Dream,49,Bubble Dream Chon
Audioslave,Like a Stone,76,Like a Stone Audioslave
Jade Warrior,Three Horned Dragon King - 2014 Remaster,25,Three Horned Dragon King - 2014 Remaster Jade Warrior
moe.,New Hope For The New Year,39,New Hope For The New Year moe.
Bob Seger,Like A Rock,55,Like A Rock Bob Seger
AWOLNATION,The Best,57,The Best AWOLNATION
Arik Einstein,רוח רוח,30,רוח רוח Arik Einstein
Mike Oldfield,Tubular Bells - Pt. I,51,Tubular Bells - Pt. I Mike Oldfield
Atomic Rooster,Devils Answer,35,Devils Answer Atomic Rooster
The Doves,Flying Bird,27,Flying Bird The Doves
Alice In Chains,Down In A Hole,63,Down In A Hole Alice In Chains
The Beatles,Come Together - Remastered 2015,54,Come Together - Remastered 2015 The Beatles
Eades,Present in the Moment,26,Present in the Moment Eades
Stone Temple Pilots,Wicked Garden,50,Wicked Garden Stone Temple Pilots
Marcy Playground,Sex & Candy,68,Sex & Candy Marcy Playground
Slint,"Don, Aman",41,"Don, Aman Slint"
Billy Lee Riley,Pearly Lee,23,Pearly Lee Billy Lee Riley
Lynyrd Skynyrd,Last Of The Street Survivors,42,Last Of The Street Survivors Lynyrd Skynyrd
Scary Kids Scaring Kids,Holding On,49,Holding On Scary Kids Scaring Kids
"Fear, and Loathing in Las Vegas","One Shot, One Mind",41,"One Shot, One Mind Fear, and Loathing in Las Vegas"
Black Stone Cherry,Blame It on the Boom Boom,57,Blame It on the Boom Boom Black Stone Cherry
Pretenders,I Didn't Know When to Stop,37,I Didn't Know When to Stop Pretenders
Don Henley,The Heart Of The Matter,49,The Heart Of The Matter Don Henley
OurR,MUNG,36,MUNG OurR
Violent Soho,Lying on the Floor,36,Lying on the Floor Violent Soho
Bowling For Soup,Girl All the Bad Guys Want,65,Girl All the Bad Guys Want Bowling For Soup
Steve Howe,Pennants,34,Pennants Steve Howe
DZ Deathrays,Make Yourself Mad,38,Make Yourself Mad DZ Deathrays
